varID,var7_19a,var7_19,var7_20,var7_20a,var7_21,var7_22
4105010208,夏粮,,,,.,.
4105010208,秋粮,1,"1,3",,50,.
4105010209,夏粮,,,,.,.
4105010209,秋粮,1,1,,100,.
4105010210,夏粮,,,,.,.
4105010210,秋粮,1,8,野猪破坏,20,.
4105010211,夏粮,,,,.,.
4105010212,夏粮,,,,.,.
4105010212,秋粮,2,,,.,.
4103030101,夏粮,1,1,,50,.
4103030101,秋粮,3,,,.,10
4103030102,夏粮,2,,,.,.
4103030102,秋粮,2,,,.,.
4103030103,夏粮,,,,.,.
4103030104,夏粮,,,,.,.
4103030105,夏粮,,,,.,.
4103030106,夏粮,2,,,.,.
4103030106,秋粮,3,,,.,.
4103030107,夏粮,2,,,.,.
4103030108,夏粮,,,,.,.
4103030109,夏粮,1,1,,60,.
4103030109,秋粮,2,,,.,.
4103030110,夏粮,3,,,.,10
4103030110,秋粮,3,,,.,20
4103030111,夏粮,2,,,.,.
4103030111,秋粮,3,,,.,.8
4103030112,夏粮,1,1,,60,.
4103030112,秋粮,1,8,假种子,30,.
4103030113,夏粮,,,,.,.
4101010101,夏粮,2,,,.,.
4101010101,秋粮,4,,,.,.
4101010102,夏粮,2,,,.,.
4101010102,秋粮,1,2,,9999,.
4101010103,夏粮,2,,,.,.
4101010103,秋粮,2,,,.,.
4101010104,夏粮,3,,,.,50
4101010104,秋粮,1,2,,15.38,.
4101010105,夏粮,3,,,.,.
4101010105,秋粮,2,,,.,.
4101010106,夏粮,,,,.,.
4101010106,秋粮,1,1,,10,.
4101010107,夏粮,2,,,.,.
4101010107,秋粮,2,,,.,.
4101010108,夏粮,2,,,.,.
4101010108,秋粮,2,,,.,.
4101010109,夏粮,2,,,.,.
4101010109,秋粮,1,2,,10,.
4101010110,夏粮,2,,,.,.
4101010110,秋粮,2,,,.,.
4101010111,夏粮,1,3,,10,.
4101010111,秋粮,3,,,.,10
4101010112,夏粮,1,8,种子质量差,9,.
4101010112,秋粮,2,,,.,.
4101010113,夏粮,3,,,.,10
4101010113,秋粮,1,8,气候,10,.
4101010114,夏粮,2,,,.,.
4101010114,秋粮,2,,,.,.
4101020101,夏粮,3,,,.,10
4101020101,秋粮,2,,,.,.
4101020102,夏粮,2,,,.,.
4101020102,秋粮,2,,,.,.
4101020103,夏粮,2,,,.,.
4101020103,秋粮,1,6,,10,.
4101020104,夏粮,3,,,.,10
4101020104,秋粮,3,,,.,10
4101020105,夏粮,2,,,.,.
4101020105,秋粮,1,"1,2",,20,.
4101020106,夏粮,2,,,.,.
4101020106,秋粮,2,,,.,.
4101020107,夏粮,3,,,.,10
4101020107,秋粮,2,,,.,.
4101020108,夏粮,1,1,,18.2,.
4101020108,秋粮,3,,,.,.
4101020109,夏粮,1,6,,.09,.
4101020109,秋粮,1,1,,.15,.
4101020110,夏粮,3,,,.,10
4101020110,秋粮,1,1,,10,.
4101020111,夏粮,2,,,.,.
4101020111,秋粮,1,1,,20,.
4101020112,夏粮,,,,.,.
4101020113,夏粮,2,,,.,.
4101020113,秋粮,1,1,,16,.
4105030201,夏粮,,,,.,.
4105030202,夏粮,,,,.,.
4105030203,夏粮,,,,.,.
4105030204,夏粮,,,,.,.
4105030205,夏粮,,,,.,.
4105030206,夏粮,,,,.,.
4105030207,夏粮,,,,.,.
4105030208,夏粮,,,,.,.
4105030209,夏粮,,,,.,.
4105030210,夏粮,,,,.,.
4105030211,夏粮,,,,.,.
4105030211,秋粮,3,,,.,25
4105030212,夏粮,,,,.,.
4105030213,夏粮,,,,.,.
4105030101,夏粮,,,,.,.
4105030102,夏粮,,,,.,.
4105030103,夏粮,,,,.,.
4105030103,秋粮,1,3,,35,.
4105030104,夏粮,,,,.,.
4105030105,夏粮,,,,.,.
4105030105,秋粮,2,,,.,.
4105030106,夏粮,,,,.,.
4105030106,秋粮,1,3,,40,.
4105030107,夏粮,,,,.,.
4105030108,夏粮,,,,.,.
4105030109,夏粮,,,,.,.
4105030109,秋粮,3,,,.,20
4105030110,夏粮,,,,.,.
4105030111,夏粮,,,,.,.
4105030111,秋粮,3,,,.,20
4105030112,夏粮,,,,.,.
4101030101,夏粮,,,,.,.
4101030102,夏粮,,,,.,.
4101030103,夏粮,,,,.,.
4101030104,夏粮,2,,,.,.
4101030104,秋粮,2,,,.,.
4101030105,夏粮,1,8,不再??,.,.
4101030106,夏粮,,,,.,.
4101030107,夏粮,,,,.,.
4101030108,夏粮,,,,.,.
4101030109,夏粮,,,,.,.
4101030109,秋粮,1,"1,8",种的少,70,.
4101030110,夏粮,2,,,.,.
4101030110,秋粮,3,,,.,10
4101030111,夏粮,2,,,.,.
4101030111,秋粮,2,,,.,.
4101030112,夏粮,,,,.,.
4101030113,夏粮,,,,.,.
4101030113,秋粮,3,,,.,100
4103020101,夏粮,2,,,.,.
4103020101,秋粮,3,,,.,17.6
4103020102,夏粮,,,,.,.
4103020103,夏粮,1,1,,20,.
4103020103,秋粮,2,,,.,.
4103020104,夏粮,2,,,.,.
4103020104,秋粮,1,1,,20,.
4103020105,夏粮,3,,,.,15
4103020105,秋粮,1,2,,15,.
4103020106,夏粮,1,1,,12.5,.
4103020106,秋粮,4,,,.,.
4103020107,夏粮,1,1,,20,.
4103020107,秋粮,3,,,.,20
4103020108,夏粮,2,,,.,.
4103020108,秋粮,2,,,.,.
4103020109,夏粮,2,,,.,.
4103020109,秋粮,3,,,.,9999
4103020110,夏粮,2,,,.,.
4103020110,秋粮,3,,,.,150
4103020111,夏粮,1,1,,27,.
4103020111,秋粮,1,2,,12.5,.
4103020112,夏粮,,,,.,.
4103020113,夏粮,1,1,,30,.
4103020113,秋粮,3,,,.,50
4103030201,夏粮,,,,.,.
4103030202,夏粮,1,1,,20,.
4103030202,秋粮,3,,,.,10
4103030203,夏粮,1,"1,2",,50,.
4103030203,秋粮,2,,,.,.
4103030204,夏粮,1,1,,50,.
4103030204,秋粮,1,2,,10,.
4103030205,夏粮,3,,,.,10
4103030205,秋粮,3,,,.,430
4103030206,夏粮,1,"1,8",春寒,33,.
4103030206,秋粮,4,,,.,.
4103030207,夏粮,,,,.,.
4103030208,夏粮,,,,.,.
4103030209,夏粮,2,,,.,.
4103030209,秋粮,3,,,.,80
4103030210,夏粮,1,1,,50,.
4103030210,秋粮,3,,,.,98
4103030211,夏粮,,,,.,.
4103030212,夏粮,3,,,.,60
4103030212,秋粮,2,,,.,.
4103030213,夏粮,1,1,,14,.
4103030213,秋粮,2,,,.,.
4105010101,夏粮,,,,.,.
4105010102,夏粮,,,,.,.
4105010103,夏粮,,,,.,.
4105010104,夏粮,,,,.,.
4105010105,夏粮,,,,.,.
4105010106,夏粮,2,,,.,.
4105010107,夏粮,,,,.,.
4105010107,秋粮,3,,,.,100
4105010108,夏粮,,,,.,.
4105010109,夏粮,,,,.,.
4105010110,夏粮,,,,.,.
4105010111,夏粮,,,,.,.
4105010112,夏粮,,,,.,.
4105020101,夏粮,,,,.,.
4105020101,秋粮,3,,,.,5
4105020102,夏粮,,,,.,.
4105020102,秋粮,2,,,.,.
4105020103,夏粮,,,,.,.
4105020103,秋粮,3,,,.,20
4105020104,夏粮,2,,,.,.
4105020105,夏粮,,,,.,.
4105020105,秋粮,2,,,.,.
4105020106,夏粮,,,,.,.
4105020107,夏粮,,,,.,.
4105020107,秋粮,2,,,.,.
4105020108,夏粮,2,,,.,.
4105020109,夏粮,,,,.,.
4105020109,秋粮,1,8,野猪破坏,30,.
4105020110,夏粮,,,,.,.
4105020111,夏粮,2,,,.,.
4105020112,夏粮,,,,.,.
4103020201,夏粮,1,1,,20,.
4103020201,秋粮,3,,,.,16.7
4103020202,夏粮,2,,,.,.
4103020202,秋粮,2,,,.,.
4103020203,夏粮,1,6,,20,.
4103020203,秋粮,1,2,,20,.
4103020204,夏粮,1,1,,10,.
4103020205,夏粮,1,1,,28,.
4103020205,秋粮,4,,,.,.
4103020206,夏粮,3,,,.,15
4103020206,秋粮,4,,,.,.
4103020207,夏粮,3,,,.,10
4103020207,秋粮,2,,,.,.
4103020208,夏粮,1,1,,5,.
4103020208,秋粮,1,"1,8",晚种,5,.
4103020209,夏粮,2,,,.,.
4103020209,秋粮,2,,,.,.
4103020210,夏粮,3,,,.,40
4103020210,秋粮,3,,,.,30
4103020211,夏粮,3,,,.,12.5
4103020211,秋粮,3,,,.,12.4
4103020212,夏粮,1,"1,6",,30,.
4103020212,秋粮,4,,,.,.
4103020213,夏粮,1,1,,20,.
4103020213,秋粮,3,,,.,25
2301010201,夏粮,,,,.,.
2301010201,秋粮,3,,,.,20
2301010202,夏粮,,,,.,.
2301010202,秋粮,4,,,.,.
2301010203,夏粮,,,,.,.
2301010203,秋粮,1,1,,9999,.
2301010204,夏粮,,,,.,.
2301010205,夏粮,,,,.,.
2301010205,秋粮,2,,,.,.
2301010206,夏粮,,,,.,.
2301010206,秋粮,3,,,.,15
2301010207,夏粮,,,,.,.
2301010207,秋粮,3,,,.,17.6
2301010208,夏粮,,,,.,.
2301010208,秋粮,3,,,.,10
2301010209,夏粮,,,,.,.
2301010210,夏粮,,,,.,.
2301010211,夏粮,,,,.,.
2301010211,秋粮,1,1,,10,.
2301010212,夏粮,,,,.,.
2301010212,秋粮,1,1,,30,.
2305030101,夏粮,,,,.,.
2305030101,秋粮,2,,,.,.
2305030102,夏粮,,,,.,.
2305030102,秋粮,3,,,.,15
2305030103,夏粮,,,,.,.
2305030103,秋粮,3,,,.,10
2305030104,夏粮,,,,.,.
2305030104,秋粮,2,,,.,.
2305030105,夏粮,,,,.,.
2305030106,夏粮,,,,.,.
2305030106,秋粮,3,,,.,9999
2305030107,夏粮,,,,.,.
2305030107,秋粮,3,,,.,10
2305030108,夏粮,,,,.,.
2305030108,秋粮,4,,,.,.
2305030109,夏粮,,,,.,.
2305030110,夏粮,,,,.,.
2305030110,秋粮,2,,,.,.
2305030111,夏粮,,,,.,.
2305030112,夏粮,,,,.,.
2305030112,秋粮,2,,,.,.
2304020101,夏粮,,,,.,.
2304020101,秋粮,2,,,.,.
2304020102,夏粮,,,,.,.
2304020103,夏粮,,,,.,.
2304020104,夏粮,,,,.,.
2304020104,秋粮,4,,,.,.
2304020105,夏粮,,,,.,.
2304020105,秋粮,3,,,.,2
2304020106,夏粮,,,,.,.
2304020106,秋粮,3,,,.,30
2304020107,夏粮,,,,.,.
2304020107,秋粮,3,,,.,20
2304020108,夏粮,,,,.,.
2304020108,秋粮,3,,,.,30
2304020109,夏粮,,,,.,.
2304020109,秋粮,4,,,.,.
2304020110,夏粮,,,,.,.
2304020110,秋粮,3,,,.,20
2304020111,夏粮,,,,.,.
2304020111,秋粮,2,,,.,.
2304020112,夏粮,,,,.,.
2304030201,夏粮,,,,.,.
2304030202,夏粮,,,,.,.
2304030203,夏粮,,,,.,.
2304030204,夏粮,,,,.,.
2304030204,秋粮,2,,,.,.
2304030205,夏粮,,,,.,.
2304030206,夏粮,,,,.,.
2304030207,夏粮,,,,.,.
2304030207,秋粮,1,2,,5,.
2304030208,夏粮,,,,.,.
2304030209,夏粮,,,,.,.
2304030210,夏粮,,,,.,.
2304030211,夏粮,,,,.,.
2304030212,夏粮,,,,.,.
2304030212,秋粮,3,,,.,11.11
2301020201,夏粮,,,,.,.
2301020201,秋粮,1,"1,7",,40,.
2301020202,夏粮,,,,.,.
2301020202,秋粮,1,1,,50,.
2301020203,夏粮,,,,.,.
2301020203,秋粮,1,"1,2,8",倒,25,.
2301020204,夏粮,,,,.,.
2301020204,秋粮,1,"1,2",,10,.
2301020205,夏粮,,,,.,.
2301020205,秋粮,1,1,,30,.
2301020206,夏粮,,,,.,.
2301020206,秋粮,1,1,,20,.
2301020207,夏粮,,,,.,.
2301020207,秋粮,1,1,,20,.
2301020208,夏粮,,,,.,.
2301020208,秋粮,1,1,,25,.
2301020209,夏粮,,,,.,.
2301020209,秋粮,1,1,,20,.
2301020210,夏粮,,,,.,.
2301020210,秋粮,1,1,,20,.
2301020211,夏粮,,,,.,.
2301020212,夏粮,,,,.,.
2301020212,秋粮,1,1,,9999,.
2304030101,夏粮,,,,.,.
2304030101,秋粮,2,,,.,.
2304030102,夏粮,,,,.,.
2304030102,秋粮,2,,,.,.
2304030103,夏粮,,,,.,.
2304030103,秋粮,3,,,.,5
2304030104,夏粮,,,,.,.
2304030104,秋粮,4,,,.,.
2304030105,夏粮,,,,.,.
2304030105,秋粮,2,,,.,.
2304030106,夏粮,,,,.,.
2304030107,夏粮,,,,.,.
2304030108,夏粮,,,,.,.
2304030108,秋粮,3,,,.,10
2304030109,夏粮,,,,.,.
2304030109,秋粮,4,,,.,.
2304030110,夏粮,,,,.,.
2304030110,秋粮,4,,,.,.
2304030111,夏粮,,,,.,.
2304030112,夏粮,,,,.,.
2304030112,秋粮,2,,,.,.
2305020201,夏粮,,,,.,.
2305020201,秋粮,3,,,.,10
2305020202,夏粮,,,,.,.
2305020203,夏粮,,,,.,.
2305020204,夏粮,,,,.,.
2305020204,秋粮,3,,,.,20
2305020205,夏粮,,,,.,.
2305020205,秋粮,2,,,.,.
2305020206,夏粮,,,,.,.
2305020207,夏粮,,,,.,.
2305020207,秋粮,3,,,.,10
2305020208,夏粮,,,,.,.
2305020208,秋粮,3,,,.,20
2305020209,夏粮,,,,.,.
2305020209,秋粮,3,,,.,30
2305020210,夏粮,,,,.,.
2305020210,秋粮,3,,,.,10
2305020211,夏粮,,,,.,.
2305020212,夏粮,,,,.,.
2305020212,秋粮,4,,,.,.
2305010201,夏粮,,,,.,.
2305010201,秋粮,3,,,.,50
2305010202,夏粮,,,,.,.
2305010203,夏粮,,,,.,.
2305010203,秋粮,3,,,.,.
2305010204,夏粮,,,,.,.
2305010205,夏粮,,,,.,.
2305010206,夏粮,,,,.,.
2305010207,夏粮,,,,.,.
2305010207,秋粮,3,,,.,100
2305010208,夏粮,,,,.,.
2305010208,秋粮,4,,,.,.
2305010209,夏粮,,,,.,.
2305010209,秋粮,4,,,.,.
2305010210,夏粮,,,,.,.
2305010211,夏粮,,,,.,.
2305010212,夏粮,,,,.,.
2305010212,秋粮,4,,,.,.
2305020101,夏粮,,,,.,.
2305020101,秋粮,3,,,.,7.69
2305020102,夏粮,,,,.,.
2305020103,夏粮,,,,.,.
2305020103,秋粮,3,,,.,20
2305020104,夏粮,,,,.,.
2305020104,秋粮,3,,,.,20
2305020105,夏粮,,,,.,.
2305020105,秋粮,3,,,.,20
2305020106,夏粮,,,,.,.
2305020107,夏粮,,,,.,.
2305020108,夏粮,,,,.,.
2305020109,夏粮,,,,.,.
2305020110,夏粮,,,,.,.
2305020110,秋粮,3,,,.,30
2305020111,夏粮,,,,.,.
2305020112,夏粮,,,,.,.
2305020112,秋粮,3,,,.,50
2305010101,夏粮,,,,.,.
2305010101,秋粮,3,,,.,30
2305010102,夏粮,,,,.,.
2305010103,夏粮,,,,.,.
2305010103,秋粮,3,,,.,15
2305010104,夏粮,,,,.,.
2305010105,夏粮,,,,.,.
2305010105,秋粮,4,,,.,.
2305010106,夏粮,,,,.,.
2305010107,夏粮,,,,.,.
2305010108,夏粮,,,,.,.
2305010109,夏粮,,,,.,.
2305010110,夏粮,,,,.,.
2305010111,夏粮,,,,.,.
2305010111,秋粮,2,,,.,.
2305010112,夏粮,,,,.,.
2305010112,秋粮,3,,,.,30
2304020201,夏粮,,,,.,.
2304020201,秋粮,4,,,.,.
2304020202,夏粮,,,,.,.
2304020202,秋粮,3,,,.,100
2304020203,夏粮,,,,.,.
2304020203,秋粮,4,,,.,.
2304020204,夏粮,,,,.,.
2304020204,秋粮,2,,,.,.
2304020205,夏粮,,,,.,.
2304020205,秋粮,1,8,倒伏,10,.
2304020206,夏粮,,,,.,.
2304020206,秋粮,2,,,.,.
2304020207,夏粮,,,,.,.
2304020207,秋粮,3,,,.,20
2304020208,夏粮,,,,.,.
2304020208,秋粮,4,,,.,.
2304020209,夏粮,,,,.,.
2304020210,夏粮,,,,.,.
2304020210,秋粮,3,,,.,9999
2304020211,夏粮,,,,.,.
2304020211,秋粮,3,,,.,10
2304020212,夏粮,,,,.,.
2304020212,秋粮,3,,,.,9999
2303030101,夏粮,,,,.,.
2303030101,秋粮,3,,,.,40
2303030102,夏粮,,,,.,.
2303030102,秋粮,3,,,.,10
2303030103,夏粮,,,,.,.
2303030104,夏粮,,,,.,.
2303030104,秋粮,3,,,.,10
2303030105,夏粮,,,,.,.
2303030105,秋粮,3,,,.,9999
2303030106,夏粮,,,,.,.
2303030106,秋粮,3,,,.,5
2303030107,夏粮,,,,.,.
2303030107,秋粮,3,,,.,10
2303030108,夏粮,,,,.,.
2303030109,夏粮,,,,.,.
2303030109,秋粮,3,,,.,20
2303030110,夏粮,,,,.,.
2303030110,秋粮,3,,,.,20
2303030111,夏粮,,,,.,.
2303030111,秋粮,2,,,.,.
2303030112,夏粮,,,,.,.
2303030112,秋粮,2,,,.,.
2301040101,夏粮,,,,.,.
2301040101,秋粮,1,1,,20,.
2301040102,夏粮,,,,.,.
2301040102,秋粮,1,1,,.,.
2301040103,夏粮,,,,.,.
2301040103,秋粮,1,1,,50,.
2301040104,夏粮,,,,.,.
2301040104,秋粮,1,1,,10,.
2301040105,夏粮,,,,.,.
2301040105,秋粮,1,1,,30,.
2301040106,夏粮,,,,.,.
2301040106,秋粮,1,1,,50,.
2301040107,夏粮,,,,.,.
2301040107,秋粮,1,1,,50,.
2301040108,夏粮,,,,.,.
2301040108,秋粮,1,1,,20,.
2301040109,夏粮,,,,.,.
2301040110,夏粮,,,,.,.
2301040110,秋粮,1,1,,60,.
2301040111,夏粮,,,,.,.
2301040111,秋粮,1,1,,25,.
2301040112,夏粮,,,,.,.
2301040112,秋粮,4,,,.,.
2301030201,夏粮,,,,.,.
2301030201,秋粮,1,1,,20,.
2301030202,夏粮,,,,.,.
2301030202,秋粮,1,1,,50,.
2301030203,夏粮,,,,.,.
2301030204,夏粮,,,,.,.
2301030204,秋粮,1,1,,40,.
2301030205,夏粮,,,,.,.
2301030206,夏粮,,,,.,.
2301030206,秋粮,1,1,,30,.
2301030207,夏粮,,,,.,.
2301030207,秋粮,1,1,,9999,.
2301030208,夏粮,,,,.,.
2301030208,秋粮,4,,,.,.
2301030209,夏粮,,,,.,.
2301030210,夏粮,,,,.,.
2301030210,秋粮,1,1,,20,.
2301030211,夏粮,,,,.,.
2301030211,秋粮,1,1,,25,.
2301030212,夏粮,,,,.,.
2301030212,秋粮,1,1,,10,.
2304010201,夏粮,,,,.,.
2304010201,秋粮,3,,,.,30
2304010202,夏粮,,,,.,.
2304010202,秋粮,3,,,.,5
2304010203,夏粮,,,,.,.
2304010203,秋粮,4,,,.,.
2304010204,夏粮,,,,.,.
2304010204,秋粮,2,,,.,.
2304010205,夏粮,,,,.,.
2304010205,秋粮,1,,,.,.
2304010206,夏粮,,,,.,.
2304010207,夏粮,,,,.,.
2304010207,秋粮,3,,,.,40
2304010208,夏粮,,,,.,.
2304010208,秋粮,3,,,.,20
2304010209,夏粮,,,,.,.
2304010210,夏粮,,,,.,.
2304010210,秋粮,3,,,.,20
2304010211,夏粮,,,,.,.
2304010211,秋粮,3,,,.,10
2304010212,夏粮,,,,.,.
2304010212,秋粮,3,,,.,20
2301020101,夏粮,,,,.,.
2301020101,秋粮,1,1,,20,.
2301020102,夏粮,,,,.,.
2301020102,秋粮,1,1,,20,.
2301020103,夏粮,,,,.,.
2301020103,秋粮,1,1,,50,.
2301020104,夏粮,,,,.,.
2301020104,秋粮,1,1,,30,.
2301020105,夏粮,,,,.,.
2301020105,秋粮,1,1,,10,.
2301020106,夏粮,,,,.,.
2301020106,秋粮,1,1,,10,.
2301020107,夏粮,,,,.,.
2301020107,秋粮,1,1,,3,.
2301020108,夏粮,,,,.,.
2301020108,秋粮,1,1,,21,.
2301020109,夏粮,,,,.,.
2301020109,秋粮,1,1,,20,.
2301020110,夏粮,,,,.,.
2301020110,秋粮,2,,,.,.
2301020111,夏粮,,,,.,.
2301020111,秋粮,1,1,,9999,.
2301020112,夏粮,,,,.,.
2301020112,秋粮,4,,,.,.
2304010101,夏粮,,,,.,.
2304010102,夏粮,,,,.,.
2304010102,秋粮,3,,,.,50
2304010103,夏粮,,,,.,.
2304010104,夏粮,,,,.,.
2304010104,秋粮,3,,,.,30
2304010105,夏粮,,,,.,.
2304010105,秋粮,3,,,.,10
2304010106,夏粮,,,,.,.
2304010107,夏粮,,,,.,.
2304010107,秋粮,2,,,.,.
2304010108,夏粮,,,,.,.
2304010108,秋粮,3,,,.,40
2304010109,夏粮,,,,.,.
2304010110,夏粮,,,,.,.
2304010110,秋粮,3,,,.,100
2304010111,夏粮,,,,.,.
2304010111,秋粮,3,,,.,50
2304010112,夏粮,,,,.,.
2301030101,夏粮,,,,.,.
2301030102,夏粮,,,,.,.
2301030102,秋粮,1,1,,30,.
2301030103,夏粮,,,,.,.
2301030104,夏粮,,,,.,.
2301030105,夏粮,,,,.,.
2301030106,夏粮,,,,.,.
2301030107,夏粮,,,,.,.
2301030108,夏粮,,,,.,.
2301030108,秋粮,1,1,,30,.
2301030109,夏粮,,,,.,.
2301030109,秋粮,1,1,,9999,.
2301030110,夏粮,,,,.,.
2301030110,秋粮,1,1,,30,.
2301030111,夏粮,,,,.,.
2301030112,夏粮,,,,.,.
2301030113,夏粮,,,,.,.
2301030113,秋粮,1,1,,10,.
2305030201,夏粮,,,,.,.
2305030202,夏粮,,,,.,.
2305030203,夏粮,,,,.,.
2305030204,夏粮,,,,.,.
2305030204,秋粮,4,,,.,.
2305030205,夏粮,,,,.,.
2305030205,秋粮,3,,,.,10
2305030206,夏粮,,,,.,.
2305030207,夏粮,,,,.,.
2305030207,秋粮,3,,,.,21
2305030208,夏粮,,,,.,.
2305030209,夏粮,,,,.,.
2305030210,夏粮,,,,.,.
2305030210,秋粮,3,,,.,30
2305030211,夏粮,,,,.,.
2305030212,夏粮,,,,.,.
2305030212,秋粮,4,,,.,.
2303010101,夏粮,,,,.,.
2303010101,秋粮,3,,,.,20
2303010102,夏粮,,,,.,.
2303010102,秋粮,3,,,.,50
2303010103,夏粮,,,,.,.
2303010103,秋粮,3,,,.,20
2303010104,夏粮,,,,.,.
2303010104,秋粮,3,,,.,20
2303010105,夏粮,,,,.,.
2303010105,秋粮,3,,,.,30
2303010106,夏粮,,,,.,.
2303010106,秋粮,3,,,.,30
2303010107,夏粮,,,,.,.
2303010107,秋粮,3,,,.,30
2303010108,夏粮,,,,.,.
2303010109,夏粮,,,,.,.
2303010109,秋粮,3,,,.,50
2303010110,夏粮,,,,.,.
2303010110,秋粮,3,,,.,38
2303010111,夏粮,,,,.,.
2303010111,秋粮,3,,,.,50
2303010112,夏粮,,,,.,.
2303010112,秋粮,3,,,.,40
2303010201,夏粮,,,,.,.
2303010201,秋粮,3,,,.,20
2303010202,夏粮,,,,.,.
2303010202,秋粮,3,,,.,20
2303010203,夏粮,,,,.,.
2303010204,夏粮,,,,.,.
2303010204,秋粮,3,,,.,20
2303010205,夏粮,,,,.,.
2303010205,秋粮,3,,,.,30
2303010206,夏粮,,,,.,.
2303010206,秋粮,3,,,.,30
2303010207,夏粮,,,,.,.
2303010207,秋粮,3,,,.,9999
2303010208,夏粮,,,,.,.
2303010208,秋粮,3,,,.,9999
2303010209,夏粮,,,,.,.
2303010210,夏粮,,,,.,.
2303010211,夏粮,,,,.,.
2303010211,秋粮,3,,,.,50
2303010212,夏粮,,,,.,.
2302030101,夏粮,,,,.,.
2302030101,秋粮,2,,,.,.
2302030102,夏粮,,,,.,.
2302030102,秋粮,3,,,.,60
2302030103,夏粮,,,,.,.
2302030103,秋粮,2,,,.,.
2302030104,夏粮,,,,.,.
2302030104,秋粮,2,,,.,.
2302030105,夏粮,,,,.,.
2302030105,秋粮,4,,,.,.
2302030106,夏粮,,,,.,.
2302030106,秋粮,3,,,.,20
2302030107,夏粮,,,,.,.
2302030107,秋粮,3,,,.,20
2302030108,夏粮,,,,.,.
2302030108,秋粮,2,,,.,.
2302030109,夏粮,,,,.,.
2302030109,秋粮,2,,,.,.
2302030110,夏粮,,,,.,.
2302030110,秋粮,3,,,.,20
2302030111,夏粮,,,,.,.
2302030111,秋粮,4,,,.,.
2302030112,夏粮,,,,.,.
2302030112,秋粮,2,,,.,.
2303020201,夏粮,,,,.,.
2303020201,秋粮,3,,,.,10
2303020202,夏粮,,,,.,.
2303020202,秋粮,3,,,.,50
2303020203,夏粮,,,,.,.
2303020203,秋粮,3,,,.,30
2303020204,夏粮,,,,.,.
2303020204,秋粮,3,,,.,40
2303020205,夏粮,,,,.,.
2303020205,秋粮,3,,,.,.
2303020206,夏粮,,,,.,.
2303020206,秋粮,3,,,.,50
2303020207,夏粮,,,,.,.
2303020207,秋粮,3,,,.,25
2303020208,夏粮,,,,.,.
2303020208,秋粮,3,,,.,15
2303020209,夏粮,,,,.,.
2303020209,秋粮,3,,,.,10
2303020210,夏粮,,,,.,.
2303020210,秋粮,1,3,,20,.
2303020211,夏粮,,,,.,.
2303020211,秋粮,3,,,.,50
2303020212,夏粮,,,,.,.
2303020212,秋粮,3,,,.,50
2302030201,夏粮,,,,.,.
2302030201,秋粮,2,,,.,.
2302030202,夏粮,,,,.,.
2302030203,夏粮,,,,.,.
2302030203,秋粮,3,,,.,15
2302030204,夏粮,,,,.,.
2302030204,秋粮,3,,,.,12
2302030205,夏粮,,,,.,.
2302030205,秋粮,3,,,.,20
2302030206,夏粮,,,,.,.
2302030206,秋粮,3,,,.,10
2302030207,夏粮,,,,.,.
2302030207,秋粮,1,"3,2",,10,.
2302030208,夏粮,,,,.,.
2302030208,秋粮,3,,,.,20
2302030209,夏粮,,,,.,.
2302030209,秋粮,3,,,.,8
2302030210,夏粮,,,,.,.
2302030210,秋粮,3,,,.,5
2302030211,夏粮,,,,.,.
2302030211,秋粮,2,,,.,.
2302030212,夏粮,,,,.,.
2302030212,秋粮,3,,,.,11
2302020101,夏粮,,,,.,.
2302020102,夏粮,,,,.,.
2302020102,秋粮,1,1,,20,.
2302020103,夏粮,,,,.,.
2302020104,夏粮,,,,.,.
2302020104,秋粮,2,,,.,.
2302020105,夏粮,,,,.,.
2302020105,秋粮,2,,,.,.
2302020106,夏粮,,,,.,.
2302020107,夏粮,,,,.,.
2302020108,夏粮,,,,.,.
2302020109,夏粮,,,,.,.
2302020110,夏粮,,,,.,.
2302020110,秋粮,2,,,.,.
2302020111,夏粮,,,,.,.
2302020112,夏粮,,,,.,.
2302020112,秋粮,3,,,.,10
2303020101,夏粮,,,,.,.
2303020101,秋粮,3,,,.,9999
2303020102,夏粮,,,,.,.
2303020102,秋粮,3,,,.,25
2303020103,夏粮,,,,.,.
2303020104,夏粮,,,,.,.
2303020104,秋粮,3,,,.,70
2303020105,夏粮,,,,.,.
2303020105,秋粮,3,,,.,30
2303020106,夏粮,,,,.,.
2303020106,秋粮,3,,,.,30
2303020107,夏粮,,,,.,.
2303020107,秋粮,3,,,.,30
2303020108,夏粮,,,,.,.
2303020108,秋粮,3,,,.,20
2303020109,夏粮,,,,.,.
2303020109,秋粮,2,,,.,.
2303020110,夏粮,,,,.,.
2303020110,秋粮,2,,,.,.
2303020111,夏粮,,,,.,.
2303020111,秋粮,3,,,.,30
2303020112,夏粮,,,,.,.
2303020112,秋粮,3,,,.,20
2301010101,夏粮,,,,.,.
2301010101,秋粮,1,1,,10,.
2301010102,夏粮,,,,.,.
2301010102,秋粮,1,1,,30,.
2301010103,夏粮,,,,.,.
2301010103,秋粮,2,,,.,.
2301010104,夏粮,,,,.,.
2301010104,秋粮,3,1,,30,.
2301010105,夏粮,,,,.,.
2301010105,秋粮,1,1,,30,.
2301010106,夏粮,,,,.,.
2301010106,秋粮,2,,,.,.
2301010107,夏粮,,,,.,.
2301010108,夏粮,,,,.,.
